,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
300,female,group E,some high school,standard,completed,married,never,yes,0,private,< 5,86,84,88
301,male,group A,some high school,free/reduced,none,married,regularly,no,1,school_bus,< 5,66,53,49
302,female,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,61,71,74
303,male,group C,master's degree,standard,none,married,regularly,yes,1,private,< 5,75,59,58
305,female,group D,high school,standard,completed,married,regularly,,1,school_bus,05-Oct,93,100,100
306,female,group E,master's degree,free/reduced,completed,divorced,regularly,yes,3,private,> 10,80,85,87
308,male,group A,high school,standard,none,married,regularly,no,2,school_bus,05-Oct,76,76,64
309,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,0,,05-Oct,71,82,91
310,male,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,72,67,69
311,male,group D,associate's degree,standard,none,married,regularly,yes,4,school_bus,05-Oct,97,93,85
312,female,group C,some high school,free/reduced,none,widowed,sometimes,yes,,private,> 10,39,52,42
313,female,group A,high school,free/reduced,none,married,regularly,no,7,private,05-Oct,36,44,47
314,male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,< 5,36,44,41
315,female,group C,some high school,standard,none,divorced,never,yes,2,school_bus,05-Oct,84,95,87
316,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,100,100,100
317,male,group A,some college,standard,none,married,regularly,yes,0,private,05-Oct,50,53,42
318,female,,,standard,none,divorced,sometimes,yes,4,school_bus,05-Oct,43,50,46
319,male,group B,associate's degree,standard,completed,single,regularly,yes,4,private,05-Oct,81,80,75
320,female,,some high school,standard,none,married,regularly,no,3,private,< 5,67,78,73
321,female,,some high school,standard,none,single,sometimes,yes,1,private,< 5,57,56,59
322,male,,some college,standard,none,married,regularly,yes,1,school_bus,05-Oct,60,64,62
323,male,group D,associate's degree,standard,none,married,never,yes,1,school_bus,05-Oct,57,52,56
324,male,group C,some college,standard,completed,married,sometimes,yes,,private,05-Oct,62,64,61
325,male,group C,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,05-Oct,71,63,69
326,male,group D,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,72,71,69
327,male,group D,bachelor's degree,free/reduced,none,single,never,no,2,school_bus,05-Oct,69,67,65
328,female,group D,high school,standard,none,divorced,sometimes,no,1,,< 5,57,62,69
329,male,group A,high school,free/reduced,none,single,,no,1,private,< 5,44,37,30
331,female,group B,some college,free/reduced,none,divorced,regularly,yes,4,school_bus,< 5,40,55,52
333,male,group C,some college,standard,none,divorced,sometimes,yes,6,school_bus,< 5,75,74,75
334,female,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,34,46,43
335,female,group A,high school,free/reduced,none,married,never,yes,3,private,> 10,59,77,74
336,male,group B,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,< 5,83,90,89
337,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,private,05-Oct,83,78,84
338,female,group A,associate's degree,standard,none,widowed,regularly,no,1,school_bus,05-Oct,64,66,67
339,female,group B,some college,free/reduced,none,married,sometimes,yes,1,,< 5,35,51,38
340,male,group D,bachelor's degree,standard,none,married,regularly,yes,4,school_bus,< 5,92,82,84
341,female,group D,high school,free/reduced,completed,married,never,yes,1,private,05-Oct,60,74,77
342,female,group B,high school,free/reduced,completed,married,regularly,no,3,private,05-Oct,29,51,49
343,female,group D,some high school,standard,completed,married,never,yes,3,private,05-Oct,39,56,48
344,female,group E,some high school,standard,none,married,regularly,yes,3,school_bus,< 5,62,67,57
345,female,group D,some college,free/reduced,none,single,never,yes,0,private,05-Oct,35,51,53
346,male,group C,,standard,none,married,sometimes,yes,0,private,< 5,65,68,57
347,female,,high school,standard,none,married,never,no,3,school_bus,05-Oct,77,85,87
348,female,group C,master's degree,free/reduced,none,married,regularly,yes,0,school_bus,> 10,76,88,85
349,female,group C,,standard,completed,divorced,sometimes,no,2,private,05-Oct,76,73,76
350,female,group B,some college,standard,completed,single,regularly,yes,6,school_bus,,65,83,82
352,male,group C,,standard,none,married,sometimes,no,4,school_bus,< 5,67,61,62
353,male,group A,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 5,72,63,57
354,male,group A,associate's degree,standard,completed,married,sometimes,no,1,private,05-Oct,77,85,82
355,female,,some high school,free/reduced,none,single,regularly,yes,4,private,> 10,54,71,62
356,male,group C,associate's degree,standard,completed,,regularly,no,2,school_bus,< 5,57,58,56
357,female,group D,some college,standard,none,married,regularly,no,1,private,05-Oct,55,64,68
358,female,group D,bachelor's degree,standard,completed,divorced,never,no,1,private,05-Oct,80,84,85
359,female,group C,some high school,standard,completed,,regularly,no,1,school_bus,05-Oct,78,88,88
360,male,group B,associate's degree,free/reduced,completed,married,regularly,no,2,private,05-Oct,81,83,83
361,male,group C,some high school,standard,none,divorced,sometimes,yes,1,private,05-Oct,70,65,64
362,male,group A,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,77,64,60
363,female,group E,master's degree,free/reduced,none,single,sometimes,no,1,private,05-Oct,74,82,81
364,male,group E,some college,standard,,married,sometimes,yes,5,school_bus,> 10,85,76,74
365,female,group D,some high school,free/reduced,none,married,sometimes,no,2,school_bus,< 5,42,55,51
366,male,group A,some high school,standard,none,single,regularly,yes,3,school_bus,05-Oct,75,63,58
367,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,67,80,80
368,female,group B,associate's degree,standard,none,married,never,yes,0,school_bus,> 10,53,58,51
369,male,group B,master's degree,standard,none,divorced,regularly,yes,1,school_bus,< 5,71,71,62
370,female,,high school,standard,completed,divorced,sometimes,no,1,private,< 5,49,69,71
371,male,group E,bachelor's degree,standard,none,married,regularly,no,5,school_bus,05-Oct,79,60,59
372,male,group E,high school,standard,none,divorced,sometimes,no,,school_bus,05-Oct,71,53,57
373,female,group C,associate's degree,standard,none,single,regularly,yes,,private,05-Oct,50,54,62
374,female,group E,high school,standard,,divorced,sometimes,yes,6,school_bus,05-Oct,62,58,59
375,female,group B,high school,standard,none,single,never,no,5,school_bus,> 10,60,75,68
376,male,group C,high school,free/reduced,,married,regularly,yes,5,school_bus,> 10,62,66,59
377,male,group C,high school,free/reduced,completed,married,sometimes,no,3,school_bus,> 10,48,52,49
378,female,group D,,standard,none,married,regularly,yes,0,private,> 10,85,77,78
379,female,group C,bachelor's degree,standard,none,married,regularly,yes,3,private,05-Oct,71,87,88
380,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,56,64,55
381,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,0,school_bus,05-Oct,67,72,69
382,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,05-Oct,39,52,52
383,female,group B,high school,standard,none,married,regularly,,2,school_bus,05-Oct,83,78,82
384,male,group D,high school,standard,,married,sometimes,yes,0,school_bus,05-Oct,80,67,67
385,female,,some college,standard,none,married,sometimes,no,1,school_bus,> 10,90,89,89
386,male,group B,,standard,none,single,never,yes,2,school_bus,05-Oct,63,73,72
387,male,group B,,free/reduced,none,single,sometimes,yes,4,private,05-Oct,30,34,28
388,male,group C,some high school,standard,none,married,regularly,,4,,< 5,85,90,84
389,male,group D,high school,standard,none,divorced,never,yes,2,,05-Oct,81,77,71
390,female,group E,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,70,66,75
391,male,group A,associate's degree,standard,completed,married,sometimes,no,3,private,05-Oct,45,41,36
392,male,group E,bachelor's degree,standard,none,divorced,sometimes,yes,1,private,> 10,100,89,81
393,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,66,61,62
394,male,group D,some high school,free/reduced,none,single,sometimes,yes,1,private,< 5,47,54,49
395,male,group C,bachelor's degree,standard,,married,regularly,yes,1,school_bus,05-Oct,74,69,71
396,female,group E,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,85,78,73
397,male,group C,some college,standard,completed,married,regularly,yes,0,school_bus,< 5,91,85,88
398,male,group C,,standard,completed,single,regularly,yes,3,private,> 10,72,76,72
399,male,group B,some college,standard,none,married,never,no,1,private,< 5,70,63,58
400,female,group C,master's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,55,60,70
401,male,group C,some high school,free/reduced,none,single,regularly,no,1,private,< 5,68,52,51
402,male,group C,,standard,,married,,yes,1,school_bus,< 5,68,65,60
403,female,,bachelor's degree,free/reduced,none,married,sometimes,no,5,school_bus,05-Oct,53,66,74
404,male,group B,associate's degree,standard,completed,married,sometimes,yes,3,private,05-Oct,70,72,71
405,female,group C,bachelor's degree,standard,none,married,sometimes,yes,5,private,< 5,54,56,53
406,male,group B,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,85,72,73
408,female,group D,high school,standard,none,divorced,sometimes,yes,4,private,< 5,59,66,64
409,male,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,94,80,75
410,male,group B,high school,standard,,divorced,sometimes,no,1,school_bus,> 10,56,61,59
411,male,group E,master's degree,standard,none,single,never,yes,0,private,05-Oct,88,74,75
412,female,group A,bachelor's degree,standard,none,single,sometimes,no,1,private,> 10,87,83,85
413,female,group C,some high school,standard,,single,regularly,no,4,,05-Oct,65,72,71
414,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2,private,05-Oct,73,75,80
415,male,group E,high school,free/reduced,none,divorced,regularly,no,3,private,05-Oct,72,66,63
416,female,group D,some college,standard,completed,married,sometimes,no,4,private,05-Oct,52,55,60
417,female,group B,high school,free/reduced,none,married,sometimes,no,2,private,> 10,49,62,56
419,male,group D,some high school,free/reduced,completed,married,regularly,yes,0,,< 5,65,71,72
420,female,group B,high school,standard,none,married,regularly,yes,2,school_bus,,66,66,74
421,male,group D,some high school,free/reduced,completed,divorced,sometimes,yes,2,,05-Oct,50,52,56
422,female,group A,some college,standard,none,married,sometimes,yes,,school_bus,< 5,48,56,53
424,male,group C,master's degree,free/reduced,none,married,sometimes,yes,1,private,05-Oct,88,89,83
425,female,group C,high school,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,27,41,34
426,male,group C,high school,standard,none,married,sometimes,yes,1,,05-Oct,24,21,12
427,male,,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,59,57,52
428,female,group C,some college,standard,none,single,sometimes,yes,1,private,> 10,64,74,67
429,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,05-Oct,50,44,49
431,female,group A,associate's degree,standard,none,married,sometimes,no,,school_bus,05-Oct,43,52,50
432,female,group B,associate's degree,standard,none,married,regularly,yes,3,private,> 10,68,72,71
433,male,group A,some college,free/reduced,none,divorced,regularly,yes,1,school_bus,> 10,38,37,41
434,female,group D,some high school,standard,,married,sometimes,yes,1,school_bus,05-Oct,54,56,52
435,male,group B,high school,standard,none,divorced,sometimes,no,2,school_bus,< 5,59,65,58
436,female,group D,some college,standard,none,married,regularly,no,4,school_bus,05-Oct,59,75,74
437,female,group B,high school,standard,completed,married,regularly,yes,0,private,05-Oct,87,100,100
438,male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,4,,> 10,51,59,53
439,male,group E,some high school,free/reduced,completed,single,never,yes,,private,> 10,80,77,82
440,male,group C,some high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,05-Oct,70,68,73
441,female,group D,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,68,73,69
442,female,group B,some college,free/reduced,none,single,sometimes,yes,,private,05-Oct,59,67,66
443,female,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,05-Oct,54,70,66
444,female,group B,,standard,none,married,never,yes,,school_bus,< 5,50,58,57
445,female,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,40,65,56
446,male,group A,,standard,completed,married,regularly,yes,3,private,05-Oct,67,58,63
447,female,group C,some high school,standard,none,single,sometimes,no,2,private,> 10,61,71,64
448,female,group C,some high school,standard,none,single,regularly,yes,3,private,05-Oct,85,90,84
449,male,group A,,standard,none,married,regularly,no,4,school_bus,05-Oct,63,56,60
450,male,group E,,standard,completed,married,sometimes,yes,3,school_bus,> 10,100,95,100
451,male,group C,high school,free/reduced,none,divorced,,yes,1,private,< 5,47,40,31
452,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,3,private,05-Oct,85,93,92
453,male,group D,some college,standard,,married,never,no,2,school_bus,> 10,75,85,82
454,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,61,76,71
455,male,group E,some college,standard,none,married,regularly,no,6,,05-Oct,84,74,72
456,male,group A,some college,standard,,married,sometimes,no,3,school_bus,05-Oct,79,78,71
457,male,,some college,standard,none,single,sometimes,yes,1,private,05-Oct,67,63,56
458,female,group C,high school,free/reduced,completed,married,,yes,2,school_bus,05-Oct,52,76,74
459,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,,> 10,75,81,85
460,female,group C,some college,standard,completed,married,sometimes,no,,private,05-Oct,70,77,79
461,female,group C,,free/reduced,completed,married,sometimes,yes,5,private,05-Oct,61,72,72
462,male,group C,high school,free/reduced,completed,married,regularly,yes,1,private,< 5,59,72,67
463,male,group A,some high school,free/reduced,none,single,regularly,yes,3,school_bus,< 5,46,38,37
464,male,group E,high school,standard,none,married,sometimes,no,,private,> 10,80,78,72
465,female,group C,master's degree,free/reduced,none,married,regularly,yes,3,,05-Oct,41,44,50
466,male,group B,some college,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,74,79,70
467,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,05-Oct,75,73,66
469,female,group C,associate's degree,standard,none,divorced,regularly,yes,1,private,< 5,67,77,74
470,male,group A,some college,free/reduced,none,married,regularly,yes,2,,> 10,63,63,61
471,male,group D,,free/reduced,completed,single,sometimes,no,4,school_bus,05-Oct,65,67,62
472,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,private,> 10,86,83,86
473,male,group C,some college,standard,none,married,never,no,3,school_bus,05-Oct,74,73,72
474,male,group D,some college,standard,none,married,regularly,yes,0,private,> 10,76,63,62
476,female,group D,some high school,standard,none,married,regularly,,3,,< 5,55,66,65
478,male,group D,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,05-Oct,55,53,59
479,male,group D,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,64,60,63
480,male,group A,master's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,64,50,46
481,female,group E,high school,standard,none,married,sometimes,no,3,private,< 5,77,76,73
482,male,group B,some college,free/reduced,completed,divorced,sometimes,yes,1,,05-Oct,69,66,67
483,male,group D,some college,standard,,divorced,never,yes,3,,> 10,76,77,77
484,female,group C,,standard,none,married,sometimes,no,3,school_bus,05-Oct,68,77,81
485,female,group C,associate's degree,standard,none,widowed,regularly,yes,2,private,05-Oct,58,71,70
486,female,group D,,standard,none,single,regularly,no,4,private,> 10,72,87,93
487,female,group D,bachelor's degree,standard,none,married,sometimes,yes,,private,05-Oct,52,65,65
488,female,group D,associate's degree,standard,none,married,never,yes,0,school_bus,,56,68,68
489,female,group D,master's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,62,73,82
490,female,group C,,standard,none,married,sometimes,yes,3,school_bus,05-Oct,10,27,25
491,female,group C,some college,standard,none,divorced,,no,1,private,05-Oct,55,68,65
493,female,group B,master's degree,standard,completed,married,sometimes,yes,3,private,05-Oct,74,83,87
494,male,group C,some high school,standard,completed,married,sometimes,yes,3,,05-Oct,72,71,74
495,male,group C,some college,standard,completed,married,regularly,yes,2,private,05-Oct,51,49,51
496,female,,some high school,standard,completed,divorced,never,yes,2,school_bus,05-Oct,80,96,89
497,male,group D,,standard,none,married,sometimes,no,3,school_bus,,69,65,62
498,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,05-Oct,80,71,77
499,male,group C,high school,standard,none,married,sometimes,yes,1,private,< 5,60,60,55
500,female,group D,associate's degree,standard,none,married,never,,0,private,< 5,61,66,69
502,female,group E,master's degree,free/reduced,none,single,regularly,yes,3,private,< 5,67,76,77
503,male,group C,some high school,standard,,married,sometimes,no,3,school_bus,< 5,51,49,44
504,female,group D,some college,standard,none,married,regularly,yes,3,school_bus,> 10,71,75,77
505,male,group E,bachelor's degree,standard,none,married,regularly,yes,1,,< 5,91,92,85
506,female,group C,high school,standard,completed,married,sometimes,no,2,private,> 10,70,84,87
507,female,group D,,free/reduced,,divorced,sometimes,yes,3,private,05-Oct,76,87,86
508,female,group C,some college,standard,none,married,never,no,,school_bus,> 10,53,57,53
509,male,group D,some college,free/reduced,completed,married,sometimes,yes,2,private,< 5,60,62,56
510,female,group D,high school,free/reduced,none,married,regularly,yes,2,private,> 10,36,47,47
511,female,group C,some college,standard,none,divorced,sometimes,yes,5,private,05-Oct,73,90,77
512,male,group C,associate's degree,free/reduced,,married,regularly,yes,2,school_bus,< 5,87,87,83
513,male,group C,high school,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,72,72,66
514,female,group D,some high school,free/reduced,none,married,sometimes,no,1,school_bus,05-Oct,54,70,66
515,male,group C,some college,free/reduced,completed,divorced,sometimes,no,3,private,> 10,47,49,48
516,male,group D,some college,standard,none,married,never,yes,2,school_bus,< 5,71,65,63
517,male,group B,bachelor's degree,free/reduced,completed,divorced,never,yes,1,private,> 10,85,80,81
518,female,group C,master's degree,standard,completed,married,regularly,yes,4,school_bus,05-Oct,66,80,75
519,female,group D,high school,standard,none,single,sometimes,no,2,school_bus,> 10,78,74,79
521,male,group B,some college,standard,none,married,regularly,yes,2,private,< 5,73,69,66
523,male,group A,associate's degree,free/reduced,none,married,never,yes,2,school_bus,05-Oct,60,57,49
524,male,group C,some high school,standard,none,married,regularly,yes,5,school_bus,< 5,76,66,64
525,male,group D,some college,free/reduced,,divorced,regularly,yes,,school_bus,< 5,60,64,62
526,female,group C,some college,free/reduced,none,single,sometimes,yes,,private,05-Oct,34,48,44
527,male,group D,associate's degree,free/reduced,completed,divorced,regularly,no,5,school_bus,05-Oct,73,73,75
528,female,,associate's degree,free/reduced,none,divorced,never,yes,5,school_bus,05-Oct,58,72,69
529,male,group D,some high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,64,61,65
530,male,group C,,free/reduced,none,single,regularly,yes,0,private,05-Oct,56,54,49
531,female,group D,bachelor's degree,standard,completed,married,regularly,yes,0,private,< 5,86,93,91
532,male,group C,some college,standard,none,married,sometimes,yes,1,private,05-Oct,92,78,71
533,male,group D,some high school,standard,none,married,regularly,yes,1,,05-Oct,89,73,69
534,male,group C,some college,standard,none,married,regularly,yes,1,school_bus,< 5,68,65,62
535,male,group C,some high school,standard,none,married,sometimes,yes,7,school_bus,05-Oct,54,58,52
536,male,group C,high school,standard,completed,single,sometimes,yes,1,school_bus,05-Oct,80,74,78
537,male,group A,high school,standard,none,married,sometimes,no,2,private,< 5,75,68,65
538,female,group E,some college,standard,completed,divorced,sometimes,yes,0,school_bus,< 5,73,74,80
539,female,group B,high school,standard,none,,regularly,,3,school_bus,< 5,56,70,66
540,male,group E,bachelor's degree,standard,none,married,never,no,1,school_bus,05-Oct,97,78,82
542,male,group C,some college,free/reduced,completed,single,sometimes,,3,private,< 5,52,45,50
543,male,group C,high school,free/reduced,none,married,regularly,yes,4,school_bus,> 10,58,51,49
544,male,group B,some high school,free/reduced,completed,married,never,no,3,school_bus,> 10,50,51,51
545,male,group C,bachelor's degree,standard,none,married,sometimes,yes,3,private,> 10,57,58,51
546,female,group E,associate's degree,standard,none,married,sometimes,no,3,school_bus,> 10,70,70,73
547,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,67,72,71
548,female,group A,associate's degree,free/reduced,completed,married,sometimes,yes,0,,05-Oct,48,69,72
550,male,group B,high school,free/reduced,completed,single,sometimes,no,2,school_bus,05-Oct,56,61,57
551,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0,,05-Oct,76,76,82
552,male,group D,associate's degree,standard,completed,,sometimes,yes,1,private,05-Oct,98,97,100
553,female,,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,55,60,62
554,female,group C,,free/reduced,none,divorced,sometimes,no,6,school_bus,05-Oct,54,67,69
555,male,group B,associate's degree,free/reduced,none,single,sometimes,no,3,school_bus,> 10,78,79,77
556,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,71,77,76
557,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,private,> 10,75,73,74
558,female,group C,some college,free/reduced,none,single,regularly,yes,3,private,05-Oct,49,66,65
559,male,group D,associate's degree,free/reduced,none,married,regularly,no,,school_bus,05-Oct,45,41,41
560,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,75,69,65
561,female,group C,associate's degree,free/reduced,completed,married,sometimes,,,private,< 5,46,58,51
562,female,group E,master's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,77,70,70
563,female,group E,,standard,completed,married,regularly,yes,3,private,> 10,83,84,90
564,female,group D,some college,standard,completed,married,never,no,1,school_bus,05-Oct,65,71,72
565,female,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,05-Oct,87,97,100
566,male,group B,high school,free/reduced,none,married,regularly,no,4,private,05-Oct,55,41,38
567,female,group C,some high school,standard,none,married,sometimes,yes,4,school_bus,05-Oct,45,51,43
568,female,group D,bachelor's degree,standard,none,married,sometimes,no,2,private,05-Oct,63,75,76
570,female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,76,86,89
573,female,group D,some college,standard,none,single,sometimes,no,3,private,> 10,89,90,83
574,female,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,< 5,76,84,89
575,female,group E,some college,free/reduced,none,married,sometimes,yes,1,private,05-Oct,49,44,44
576,male,group D,high school,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,75,72,72
577,female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,05-Oct,79,77,83
578,male,group C,high school,free/reduced,none,single,sometimes,yes,0,private,05-Oct,44,48,40
579,female,group B,associate's degree,free/reduced,completed,single,never,yes,3,school_bus,05-Oct,51,66,67
580,male,group B,some college,standard,completed,divorced,sometimes,yes,2,private,05-Oct,49,38,48
581,female,group C,some high school,free/reduced,,,regularly,yes,2,school_bus,> 10,41,49,48
582,male,group C,associate's degree,standard,none,,regularly,no,2,private,05-Oct,96,93,85
583,male,group C,some college,free/reduced,none,married,never,no,1,school_bus,05-Oct,36,34,32
584,male,group C,some college,free/reduced,completed,single,regularly,yes,1,,> 10,64,62,59
585,male,group D,associate's degree,standard,none,married,sometimes,yes,,,> 10,66,62,56
586,male,group E,high school,free/reduced,completed,married,never,yes,1,private,05-Oct,89,87,83
587,female,group C,some high school,standard,completed,divorced,never,no,4,school_bus,05-Oct,43,57,57
588,male,group B,some college,standard,none,married,sometimes,no,3,private,05-Oct,79,76,73
589,male,group B,associate's degree,standard,none,divorced,regularly,no,,school_bus,< 5,81,79,77
590,male,group B,some college,free/reduced,none,married,sometimes,yes,1,private,05-Oct,84,79,72
591,female,group E,high school,standard,none,single,regularly,,0,private,> 10,60,77,75
592,male,group C,some high school,standard,none,single,regularly,yes,5,school_bus,05-Oct,70,73,67
593,female,group C,master's degree,standard,none,single,regularly,yes,2,school_bus,05-Oct,78,93,86
594,male,group B,some college,standard,completed,single,regularly,yes,1,school_bus,05-Oct,92,77,86
595,female,group E,high school,free/reduced,none,married,sometimes,no,2,private,05-Oct,84,92,89
596,male,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,85,81,75
597,male,group B,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,68,76,72
598,male,group E,some college,standard,none,married,sometimes,no,1,school_bus,05-Oct,91,90,87
599,male,group B,some high school,free/reduced,,single,sometimes,no,3,school_bus,< 5,55,57,52
600,male,group D,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,71,62,66
601,female,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,05-Oct,81,87,86
602,male,,high school,free/reduced,none,single,sometimes,no,3,private,> 10,61,57,61
603,female,group D,high school,standard,completed,widowed,sometimes,no,5,private,< 5,67,70,78
604,male,group D,some college,free/reduced,completed,single,regularly,yes,3,,05-Oct,79,74,79
605,male,group C,bachelor's degree,free/reduced,completed,,,no,,private,05-Oct,74,69,69
606,male,group A,associate's degree,free/reduced,none,divorced,never,no,1,school_bus,05-Oct,56,58,56
607,female,group A,master's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,89,100,100
608,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,4,school_bus,05-Oct,83,91,90
609,male,group A,,standard,none,widowed,never,yes,6,private,< 5,52,58,55
610,male,group D,associate's degree,standard,none,married,regularly,yes,4,private,05-Oct,78,76,69
611,male,group D,,standard,none,married,sometimes,no,,private,> 10,61,47,52
613,female,group A,some college,free/reduced,none,married,sometimes,no,1,private,> 10,58,71,62
614,male,group E,some college,standard,completed,married,regularly,yes,3,school_bus,05-Oct,78,72,73
615,female,group D,bachelor's degree,standard,completed,married,regularly,yes,4,school_bus,< 5,74,74,85
616,male,group C,some high school,free/reduced,none,married,regularly,yes,4,private,05-Oct,55,61,50
617,male,,some high school,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,72,69,72
618,female,group C,high school,free/reduced,completed,widowed,regularly,no,2,school_bus,< 5,61,72,72
619,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1,private,05-Oct,73,87,90
620,male,group C,some high school,standard,none,single,sometimes,no,2,,> 10,50,47,42
621,female,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,05-Oct,81,84,85
622,male,group C,associate's degree,free/reduced,none,married,never,yes,1,school_bus,05-Oct,79,81,73
623,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,74,78
624,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,42,52,56
625,female,group C,some high school,standard,none,married,regularly,no,2,private,05-Oct,62,70,74
626,female,group D,associate's degree,free/reduced,completed,,never,yes,1,private,05-Oct,57,66,75
627,female,group C,some high school,standard,completed,married,sometimes,yes,4,private,> 10,54,73,74
628,male,group D,associate's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,73,71,71
629,female,group A,some high school,standard,none,married,regularly,yes,6,private,> 10,44,51,50
630,male,group D,,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,41,49,40
631,male,,master's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,> 10,90,84,87
632,male,group B,some high school,free/reduced,completed,married,sometimes,no,1,school_bus,> 10,39,34,40
633,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,1,private,> 10,85,94,92
634,female,group C,some high school,standard,none,single,regularly,yes,2,private,05-Oct,87,93,88
635,female,group C,some college,standard,completed,married,never,no,2,private,05-Oct,58,77,83
636,female,group C,associate's degree,free/reduced,completed,married,never,no,3,school_bus,05-Oct,60,71,75
637,female,group C,high school,standard,none,married,never,no,1,private,05-Oct,37,44,45
638,female,group C,associate's degree,free/reduced,none,married,never,no,3,school_bus,05-Oct,64,83,79
639,male,group D,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,62,62,61
641,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5,private,< 5,84,75,76
642,male,group B,some college,standard,none,divorced,never,no,2,school_bus,05-Oct,53,52,44
643,male,group E,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,73,63,61
645,male,group B,some college,free/reduced,none,married,sometimes,yes,6,private,05-Oct,63,66,64
